,id,lat,lng
160,2536633,33.565896,35.373072
161,2536939,43.300333,68.245449
162,840545,30.056315,31.211259
163,1237176,-23.503355,-46.715198
164,15536075,23.701243,90.431567
165,1687614,-27.499070,-48.658870
166,1696267,10.758320,106.630300
167,4110345,36.200084,44.021145
168,4315467,36.173114,126.840595
169,1842966,51.609480,7.623980
170,8282903,58.028912,7.461517
171,9187679,25.709520,39.277695
172,5305662,-22.328026,-47.386195
173,12362690,23.830102,90.029989
174,1687621,17.066900,-96.727600
175,1696273,32.631880,-117.133300
176,12475615,16.964181,42.828045
177,4103291,31.071671,46.268772
178,5305682,40.525326,46.080272
179,3148939,38.875694,-9.081735
180,3148942,41.180046,-8.533017
181,2796383,32.043850,34.842480
182,2193373,29.793530,-95.740950
183,7338435,33.390469,44.514748
184,7338439,9.489247,105.352807
185,3921502,52.526306,-1.984536
186,12245128,60.950500,76.548332
187,2536681,16.394598,80.149282
188,2549994,40.034536,48.937477
189,9449305,24.961824,67.046783
190,3172877,39.461285,-8.471080
191,2006584,47.498280,19.056340
192,356348,24.590472,-107.390931
193,1237181,-23.571747,-46.690496
194,15588879,0.505403,9.414624
195,15854888,15.990032,105.751215
196,15588880,39.436407,46.316265
197,7736270,13.939675,76.614172
198,356349,24.583625,-107.394625
199,3172885,38.807022,-9.206367
200,3172889,38.680283,-9.155662
201,7736287,23.841083,78.763830
202,3172973,38.755611,-9.277821
203,944200,-23.442267,-46.556119
204,4374889,45.811410,40.539210
205,4374947,-33.563630,-70.606750
206,15983465,33.500316,36.321119
207,2536798,11.536880,104.934300
208,2536761,36.869580,42.981750
209,1687667,54.818170,36.319130
210,1696275,13.772330,100.651900
211,2536793,24.570980,46.544270
212,12935210,33.996796,-6.846686
213,944205,-19.888095,-43.926634
214,2536813,-7.044784,110.430300
215,2536853,23.030513,72.624624
216,2536861,41.722330,44.770160
217,15855044,31.265143,34.263207
218,15487651,27.114452,31.236223
219,3148512,41.186829,-8.626427
220,1183935,38.025820,114.592300
221,11206613,-2.935140,104.785278
222,5131756,34.681800,-118.110600
223,7025240,43.593280,39.724620
224,7025262,55.899770,-4.292006
225,3148518,41.136112,-8.597839
226,1806917,51.106840,40.739200
227,1785290,55.907350,37.989870
228,1696296,35.163590,-114.572600
229,3148943,38.729782,-9.144152
230,4278156,30.460961,47.810247
231,4553655,47.172847,20.400908
232,2362706,41.318945,19.813006
233,2362714,40.632529,22.954003
234,7164964,14.593190,121.002600
235,4514562,33.408155,44.460620
236,12165307,51.184441,4.378108
237,6616387,30.444807,47.660830
238,4822153,36.753430,34.538680
239,5191718,33.662594,44.381923
240,3173006,41.652138,-8.438018
241,3173021,41.372673,-8.754593
242,14299901,40.393044,47.116998
243,840558,52.021057,8.534847
244,9444737,30.484022,31.052282
245,3148944,41.044529,-8.275866
246,3921543,24.561937,46.690319
247,3148947,41.253189,-8.720057
248,3148949,38.714779,-9.256109
249,1696301,-32.127600,-58.438620
250,2362733,49.455190,117.730400
251,944245,-23.543781,-46.652559
252,12869678,24.088247,38.055735
253,2536916,43.319864,77.058853
254,2536917,50.447931,36.747457
255,1696308,-27.637780,153.135800
256,12935221,31.439700,74.339041
257,4169104,14.428224,120.932987
258,9102868,33.621330,35.857792
259,2536880,34.890960,44.632743
260,2536902,42.377832,20.431614
261,2536903,50.553833,33.804814
262,1687725,55.162850,61.288240
263,1237191,-23.572111,-46.696534
264,1696325,13.867820,100.518600
265,1237196,-26.346391,-48.842405
266,16137648,32.345306,-6.345166
267,3173065,40.346985,-8.590045
268,9721744,32.243752,-101.467812
269,1696338,13.640780,100.523500
270,7659546,27.235851,76.120449
271,11197065,30.807224,31.322487
272,4004103,32.691093,35.296805
273,944259,-19.935300,-44.040096
274,9449487,-20.317650,57.769783
275,3148528,38.700005,-9.228495
276,1696339,41.096120,-81.542740
277,4466051,18.747800,105.535400
278,5123493,52.567840,-2.073110
279,944276,-19.828122,-43.925829
280,3148951,41.444225,-8.312626
281,9449492,42.987801,21.946859
282,4118941,30.766169,31.349418
283,1843056,31.537670,106.046000
284,8743239,10.062653,106.616872
285,4885397,28.435220,76.993606
286,2362763,35.875160,14.544290
287,9148018,24.997774,67.101051
288,4860368,-19.903251,-43.914306
289,5200177,30.911603,31.099737
290,2362777,36.457880,136.545400
291,15629135,48.778145,1.994234
292,15670448,-8.423180,115.350038
293,7731233,61.552383,30.205401
294,1696340,44.266620,-76.503860
295,2536905,35.495486,6.468046
296,2536934,59.615817,60.572423
297,944287,-19.935261,-43.926336
298,5487230,29.521500,-98.641030
299,7025276,27.435170,85.035150
300,8157638,51.363878,28.697002
301,3173124,40.212437,-8.406301
302,7928642,43.368247,-5.871246
303,3732372,30.510625,31.409683
304,1696342,-36.866170,174.779300
305,3767468,32.413270,-114.758100
306,7468840,40.403851,-3.731243
307,4359379,-21.041690,149.153800
308,15487656,-6.953473,107.109817
309,1696345,19.044170,-98.198350
310,1788588,43.050420,45.604750
311,4315525,-19.758410,-47.910550
312,8354704,42.660253,23.382415
313,4103329,25.488576,44.413633
314,7025282,40.248141,28.992413
315,1696358,49.097100,-122.656800
316,2536929,37.171480,-3.602195
317,2536965,12.258110,109.172200
318,2537738,35.575790,45.434060
319,2537883,36.543771,46.215534
320,11000635,13.891128,43.795734
321,8154594,18.481553,73.795473
322,9407423,32.664894,74.353310
323,3148965,38.974541,-9.084973
324,883572,42.621051,-83.319467
325,7497906,14.139846,79.840574
326,9863102,32.798527,74.067108
327,5243227,31.032048,46.224980
328,1237199,-13.380272,-38.911710
329,1237201,-26.293088,-48.895101
330,15487658,27.114446,31.236217
331,15776436,36.875232,42.977549
332,16137656,12.883901,77.607191
333,1696361,55.965290,37.414260
334,12416895,34.052376,-5.031909
335,7112776,27.872270,82.522120
336,6394311,-33.984154,25.582443
337,15629147,14.064912,121.153259
338,4169106,1.528767,103.769381
339,1237202,-23.521522,-46.702083
340,12506546,23.408513,90.884672
341,6981504,36.074084,7.828306
342,3575234,41.542480,-8.417811
343,1696365,54.565140,55.884810
344,7338535,25.605047,85.176537
345,3148987,38.702663,-9.229530
346,3667674,33.356363,44.292544
347,4374959,13.797002,100.564979
348,4374957,38.668359,-121.339026
349,15812654,36.970872,35.321362
350,3250858,41.224342,-8.612177
351,2362798,23.262830,112.674500
352,944381,-23.489718,-46.608875
353,7546614,26.851042,85.555645
354,7404109,34.154374,-118.417027
355,6943028,31.469660,76.271200
356,5058939,25.327238,49.601480
357,8305761,41.250729,69.371826
358,11754179,38.206165,32.387627
359,12120527,24.552551,46.535900
360,1237206,-26.262600,-48.846275
361,10911093,-6.164173,106.863299
362,7072409,11.569820,43.110820
363,5305728,19.091760,-70.649130
364,7521821,28.727418,77.183777
365,2362809,35.884560,129.235100
366,7906886,36.547063,4.891475
367,1696374,24.431610,54.641430
368,7596980,19.267253,84.776175
369,3575272,37.019772,-7.928237
370,6565249,32.845087,35.251898
371,752990,51.220968,2.953998
372,4315533,43.402450,-5.809360
373,944431,-19.977690,-44.030229
374,4315552,51.217619,51.365110
375,15487661,35.702323,-0.644168
376,4315554,7.083779,125.507331
377,1237210,-23.572830,-46.698006
378,1237212,-26.338189,-48.871417
379,1237213,7.060609,-73.854016
380,10796651,23.027580,58.011055
381,349564,22.598763,114.467710
382,7748318,28.047825,76.105076
383,1696392,55.642750,37.591080
384,12436708,24.744002,46.764726
385,349493,22.492063,114.069172
386,7736654,31.146540,46.434930
387,14353972,14.572795,120.996311
388,1696410,33.567980,133.555900
389,7826036,22.608608,88.315185
390,236905,-22.847288,-45.230730
391,3149017,38.715340,-9.235610
392,7659505,28.851819,78.740475
393,944510,-19.914679,-44.001984
394,7633141,14.191493,100.580734
395,2537086,31.441349,46.170329
396,2537271,-0.209528,-78.517207
397,2976796,27.302424,-82.482915
398,2976799,31.531016,45.214888
399,10128068,-3.012967,120.214684
400,1687877,19.326430,-99.086030
401,2537207,35.519015,6.211849
402,2537211,33.898408,-5.536174
403,7907363,29.145990,71.270390
404,6934237,53.154300,-1.171229
405,4065673,27.076040,-109.428682
406,7605044,26.558547,85.563886
407,4316540,40.425706,49.816847
408,1696426,48.098940,16.453200
409,3173366,38.764061,-9.317270
410,1687935,49.287830,-123.124400
411,5083942,-12.844605,-38.464127
412,3173373,38.780293,-9.119432
413,3173395,41.146782,-8.567959
414,3173405,38.798306,-9.178810
415,6647056,25.182419,74.236607
416,7265799,33.175902,10.476465
417,7021481,40.919967,-74.159095
418,8315567,14.526377,121.039352
419,7021495,36.218810,44.025030
420,1696427,44.983650,34.127690
421,13102187,36.116707,36.514066
422,4740520,53.898029,27.555878
423,3250880,38.795593,-9.218603
424,13888355,35.903587,5.681940
425,4375066,32.718273,-96.595214
426,4374963,37.981930,32.520548
427,8632533,40.371811,49.952557
428,1696431,54.295670,37.572780
429,2488783,31.584180,-8.054617
430,5056063,51.627410,-0.059370
431,3951598,32.718403,35.307527
432,3173437,38.777733,-9.189168
433,1696436,17.419520,102.801200
434,10153421,-6.115047,107.003181
435,944599,-19.882958,-43.857263
436,15902010,-3.554052,128.194661
437,12261320,-8.797120,120.971527
438,1696438,33.915980,-117.229600
439,2537254,33.350059,44.431151
440,7633163,64.543829,34.787287
441,2537270,35.196256,35.956632
442,944603,-19.878674,-43.934874
443,944615,-19.944991,-44.102769
444,5034297,42.320690,-83.181980
445,3921635,32.551148,44.417822
446,1696442,51.658860,39.191920
447,7732133,33.141676,73.777938
448,2796396,45.476890,9.205576
449,4924448,36.784681,3.059538
450,7732158,21.843552,72.845843
451,13274356,40.393139,49.790736
452,1696452,52.290470,76.936270
453,2796395,-6.197645,106.752200
454,8358386,31.929577,35.902709
455,13144151,14.079202,120.635325
456,2193395,36.987100,-120.035300
457,339860,20.817691,-100.443697
458,7857892,39.681399,-75.751245
459,3191616,41.203201,-8.326502
460,944636,-19.943357,-44.106347
461,2193449,25.575280,-103.507800
462,944651,-19.862869,-43.948817
463,1785399,44.026090,42.835770
464,15627326,48.778160,1.994257
465,15487665,49.355865,23.536693
466,4315577,1.736607,111.342808
467,3173461,38.774696,-9.268931
468,3173477,38.729767,-9.124467
469,3256197,41.226837,-8.579164
470,1237235,7.067437,-73.851431
471,1696459,13.717320,100.718700
472,4315588,3.206558,101.735308
473,7887768,39.934330,32.648420
474,3667696,15.543493,32.500350
475,3667701,34.691600,33.073330
476,3510328,40.862793,-8.632498
477,15487666,38.890712,45.020957
478,5062156,36.980622,127.918758
479,1696463,54.189020,45.157040
480,2796401,15.338612,44.175527
481,11559363,45.576770,19.636126
482,9034143,10.563777,106.420559
483,1237238,43.145841,131.948081
484,12475604,44.533485,33.530310
485,2006715,19.849475,-99.284692
486,944690,-19.912449,-43.977989
487,1237240,-13.380384,-38.910812
488,2362871,35.452660,44.415550
489,12971702,41.026182,28.849585
490,8403238,-7.695422,109.019935
491,2362879,34.585950,73.233570
492,10327662,-7.531791,112.080063
493,1696464,-9.399323,-40.486390
494,1696485,19.442060,-98.215780
495,2221902,33.692390,-117.892600
496,1696492,17.773450,102.770000
497,1696493,61.237810,29.684880
498,8605704,35.566793,45.423616
499,2537354,33.264890,44.280555
500,14091775,40.061942,44.445175
501,7869738,24.709470,46.792890
502,7967082,19.357518,98.438708
503,10585377,34.065559,-4.957977
504,4708554,34.963940,44.562580
505,4670399,31.010585,47.438046
506,1688159,-3.485265,-39.573830
507,10098726,36.218868,37.169258
508,7821491,33.835509,35.485596
509,4531688,-21.191137,-47.807979
510,7967450,13.629730,79.422750
511,4898264,32.907629,45.058790
512,344228,21.296505,-100.525512
513,4272548,33.104034,6.067740
514,4375021,45.861127,40.137286
515,5301470,27.748531,30.866095
516,5020987,31.271557,30.013098
517,15776417,33.841722,35.498901
518,8585946,27.427570,85.030430
519,4946030,24.901780,67.042398
520,5487262,28.337090,121.600900
521,15536091,23.701366,90.431311
522,1696495,36.298130,30.468390
523,12261023,28.902081,30.937370
524,11964440,23.810740,90.356285
525,3575300,38.764557,-9.154078
526,263380,-10.776575,-65.329662
527,16137922,17.572594,103.421339
528,15735581,38.024925,46.357591
529,15537625,18.958100,105.601600
530,4223152,30.936568,31.024039
531,3149019,41.189571,-8.655822
532,1806964,11.161070,107.283400
533,944752,-19.967867,-44.020699
534,944754,-20.027968,-44.058237
535,1237245,-26.273689,-48.827728
536,3173521,38.709133,-9.414119
537,1237247,-26.346676,-48.810293
538,9591842,-34.950108,138.543274
539,16137682,25.598438,45.611558
540,5131884,55.699940,37.740730
541,13232110,36.302798,41.862009
542,4975203,-0.363258,-78.548620
543,1237249,-26.277057,-48.808175
544,5131892,32.459522,44.425554
545,15537544,16.485590,107.645642
546,2537322,51.169146,71.446626
547,10586500,1.492906,103.931839
548,10519491,-6.192873,106.652863
549,1237250,39.306590,-85.678380
550,7049261,40.711740,-74.012890
551,1237251,-26.267831,-48.809206
552,12997217,14.516558,104.946571
553,1688233,-45.874160,170.503600
554,6681891,31.088299,30.091871
555,4707380,53.737939,78.027560
556,15019942,15.461884,101.644736
557,4375061,33.321355,44.359335
558,7841012,43.684780,81.740130
559,15487671,18.335725,105.904384
560,1806966,35.974010,50.798210
561,8385013,48.688053,55.879262
562,7025440,33.390530,-111.878300
563,2537337,21.214220,72.872340
564,1808367,29.118180,48.106380
565,1243041,-20.342000,-40.386428
566,1688241,56.147480,101.648700
567,2537375,35.580528,45.458856
568,1688242,15.123440,104.894400
569,1688243,37.563840,126.803700
570,1688249,53.130730,7.524213
571,6746983,40.393393,-75.925656
572,3892251,13.665070,100.467426
573,10894525,14.042665,100.674690
574,8091816,-2.277260,-79.873365
575,4946040,55.892650,12.522060
576,13559935,16.494436,103.962290
577,1696498,32.239540,-116.931700
578,13050150,42.304326,69.630263
579,3460464,38.810482,-9.161418
580,7338949,32.636160,44.059110
581,2537386,41.057138,-8.581249
582,6560080,-6.210824,-37.877397
583,7633229,-12.560590,-41.387620
584,4315615,24.194612,55.762885
585,2537401,29.683050,91.151180
586,1237259,-13.377834,-38.915315
587,1688265,33.260730,116.561100
588,7025512,51.331362,42.372542
589,4315617,32.065916,44.342853
590,7190620,35.137155,44.453049
591,7196440,25.405770,88.518608
592,15536092,23.701358,90.431327
593,7893685,27.055209,31.362095
594,4923863,42.368183,21.147271
595,15487673,38.215952,37.183574
596,10588461,32.576782,43.471809
597,15735583,20.758462,106.619017
598,13095099,-5.108722,119.535000
599,4129556,32.495530,74.563780
600,1688282,39.938340,116.428900
601,13645629,0.547233,115.208493
602,4315622,41.077486,29.251808
603,10894879,29.209728,31.112976
604,1806974,12.371010,75.060130
605,15023150,3.595890,98.479263
606,13586707,2.768225,113.693705
607,10072284,-6.579425,106.791445
608,1843270,23.385810,116.736900
609,7826239,28.640084,82.201464
610,4553662,20.266465,42.750157
611,2362895,34.349314,45.399117
612,2362929,44.147397,43.133705
613,2221907,14.745960,-17.441770
614,15735575,37.570942,-1.259744
615,4375097,41.230888,-85.323630
616,4375008,41.245113,47.202660
617,11535464,44.621494,21.150827
618,561099,38.958039,-77.011898
619,3148558,38.747879,-9.210833
620,4086502,33.642358,44.263905
621,3667717,33.354203,44.521304
622,7471251,17.382188,78.516833
623,15536093,31.850885,47.155792
624,4708580,34.727136,36.746616
625,12358638,33.640444,72.922973
626,2537403,35.483250,44.401830
627,1696500,50.068440,19.948390
628,1806984,-23.035986,-51.811305
629,1237260,-26.345409,-48.828647
630,1237264,-26.287089,-48.867382
631,15536913,11.417570,107.888471
632,840575,39.308939,-0.422458
633,4924507,-20.416911,-40.338669
634,4924485,25.042020,102.652100
635,7021497,24.446660,39.536250
636,7021498,19.302110,-99.197980
637,10589398,48.847313,-0.960450
638,3173548,38.755569,-9.281494
639,7021515,-27.753201,29.938457
640,7445029,40.180890,44.522440
641,3173581,38.781765,-9.213234
642,1696506,48.270620,25.946680
643,10661747,29.928870,31.250008
644,2488789,-8.614091,-35.955863
645,2488793,33.581680,9.011632
646,3667718,24.617350,46.695050
647,10661635,33.368690,44.283058
648,2537513,33.375382,44.518705
649,4886295,55.177258,61.453140
650,4375028,-15.539839,-54.291625
651,5083959,56.951830,41.100180
652,4375184,38.628422,27.394305
653,850960,-28.842207,-51.892560
654,1807012,31.426560,119.486800
655,7581757,18.946817,72.794195
656,1696508,33.982570,-118.291800
657,3689973,47.088485,51.938245
658,2796411,36.035040,6.681585
659,4315630,59.984733,30.365713
660,10901349,11.233601,-74.202736
661,10901078,41.450855,31.763920
662,1237266,-26.338653,-48.850923
663,15735579,-6.900641,113.281083
664,10154323,31.630890,74.294098
665,10662005,33.595444,44.396851
666,1696509,48.179270,16.411210
667,1237267,-26.322202,-48.805852
668,14029254,30.299618,31.299452
669,9730773,40.968560,-76.617950
670,5029181,31.141491,46.249758
671,4315648,40.379636,49.802141
672,6127410,34.249042,-118.472088
673,1559772,58.581890,49.658440
674,2796415,47.639182,51.570545
675,13261374,4.541726,-75.076165
676,2796417,21.360600,105.552700
677,1696523,49.194780,-123.182000
678,1237271,-13.381518,-38.910343
679,8285926,16.427219,102.827143
680,5083973,24.342280,56.719270
681,5083970,33.361640,44.526080
682,5083971,23.250950,69.668520
683,1807013,30.055320,101.963500
684,12345441,-20.676480,-40.516612
685,3148564,38.747143,-9.224758
686,10283927,42.441078,21.512323
687,4946088,37.313720,40.738950
688,5528901,26.968391,87.344682
689,4946100,31.863426,35.942271
690,3079680,42.672292,-95.300133
691,3148566,38.733860,-9.205923
692,4924552,32.928331,12.079107
693,3667722,22.286125,114.217325
694,3149020,41.268520,-8.633188
695,1843252,-21.784359,-54.564493
696,2609864,39.752760,30.526929
697,4371922,25.151960,55.266430
698,1237276,-26.329169,-48.832623
699,1237277,-26.320201,-48.825499
700,2223086,41.695630,-8.825312
701,15982770,37.910160,58.424072
702,15629143,32.630363,44.003132
703,3080863,31.089381,31.589836
704,16036057,40.795644,44.509254
705,14029219,39.918988,32.903219
706,16036135,30.411267,30.943272
707,12907443,27.522267,30.835615
708,1688436,32.041920,112.110900
709,4315665,16.067838,120.390332
710,4315676,41.005523,28.830930
711,12907464,36.569211,37.252428
712,4152130,24.796810,46.638986
713,4521127,28.675140,-106.076700
714,8895218,31.136350,30.149820
715,10662239,30.981085,31.153828
716,5487408,10.362970,105.440400
717,4521136,31.779779,44.608745
718,4886445,6.232678,125.092017
719,6384932,57.696870,11.987301
720,7047126,26.254341,50.627189
721,15239985,24.220121,55.541407
722,15902013,20.081841,105.379009
723,8388201,-5.626633,132.764678
724,13486960,33.836510,-4.831078
725,13840978,7.024384,38.484318
726,3173595,38.765682,-9.238863
727,1237278,-13.409409,-38.909007
728,2538038,-10.155780,-48.315050
729,10852851,-7.706532,114.002958
730,2966629,33.403175,44.443738
731,16088184,11.329523,106.641748
732,2221913,44.580770,33.445400
733,7581772,46.412697,30.715254
734,3844757,-21.720859,-41.292807
735,15536933,17.718227,105.142897
736,1692779,27.317280,33.706710
737,1237281,-8.038665,-34.879824
738,10853097,37.472404,35.816757
739,3919211,18.492512,-97.395521
740,4169130,18.991255,72.835453
741,6603742,41.540113,60.642242
742,2223104,40.560229,49.700776
743,15854714,29.191735,53.769437
744,2223103,33.394650,120.135200
745,1237285,-26.317460,-48.859848
746,4375129,18.760977,99.014034
747,1237288,-8.045257,-34.925850
748,14734137,24.997170,88.131519
749,2537454,30.729170,47.708693
750,10801331,40.722281,29.796094
751,4924600,-22.978450,-43.190770
752,11544211,32.074645,73.689240
753,9201772,32.352757,74.360367
754,8163142,-14.022158,-49.173056
755,1696525,56.325280,44.021990
756,944998,-19.932683,-43.934441
757,3667741,29.536406,75.032018
758,7633273,39.986760,32.863370
759,7021516,36.804721,42.079367
760,7857904,-34.604248,-58.371399
761,13102207,26.838845,86.021721
762,3149037,38.766838,-9.308557
763,7338968,25.342690,51.382270
764,7021532,24.122940,47.278900
765,7021544,40.098973,67.843092
766,1843255,41.496168,2.040128
767,14734097,11.261089,106.153416
768,3995062,34.900620,44.619847
769,6603764,21.331550,107.398300
770,10085544,3.128186,101.668940
771,1688510,8.729030,99.744650
772,7445071,41.800670,-73.131960
773,4281952,33.569113,-7.673043
774,1696531,14.036980,100.388100
775,1237298,-8.054388,-34.877356
776,1696536,-22.854570,-43.251080
777,16181696,35.282426,-2.946081
778,5200190,47.714653,24.456005
779,4850813,42.894540,-97.391050
780,1696545,52.502610,13.335270
781,4650917,31.328123,34.318779
782,5052853,30.687804,76.855756
783,4924067,33.397992,44.472258
784,2537481,46.022728,73.710630
785,15487688,44.527452,18.694193
786,12907583,-7.739518,110.350365
787,4375197,-7.664640,-41.881301
788,4375285,20.716664,-105.273758
789,4375511,56.874210,24.119421
790,4375711,24.100394,38.064131
791,1696548,13.723790,100.559400
792,2696998,24.227790,55.702470
793,6851064,37.927985,28.318603
794,3667753,31.838528,47.163260
795,15487689,-7.922595,-40.155303
796,15670456,40.579186,49.686074
797,7126366,32.672133,43.994212
798,6603784,30.658265,76.864015
799,1696563,55.497770,36.986510
800,2537485,-27.069025,-48.918359
801,1237307,-26.334471,-48.831441
802,1696566,25.732400,-100.315200
803,15487690,34.873926,59.914139
804,7636282,21.555212,39.197528
805,10021515,32.078861,36.100628
806,4315691,33.352325,44.338819
807,1696591,13.758120,100.534600
808,840580,3.791622,100.850791
809,7857914,18.867261,-70.355925
810,10870632,-11.255881,-74.639587
811,15943745,25.141047,85.839492
812,15629811,42.885651,133.092992
813,945115,-19.954294,-43.939858
814,5473116,-6.942696,107.681131
815,3667760,27.682910,-97.386150
816,15128633,31.206700,31.356815
817,7126442,30.628220,73.258660
818,1688565,49.767690,-94.473380
819,13559941,-3.449381,-79.959238
820,2537497,24.588540,46.566890
821,4315692,38.526490,34.438180
822,7047134,33.374880,44.702452
823,4710050,13.057640,80.129009
824,12907642,39.114412,-77.203300
825,15982939,-3.238766,116.226289
826,2966632,56.902610,60.742000
827,1637854,36.857350,31.019070
828,3173689,38.742832,-9.156349
829,2333028,34.570560,-117.931300
830,3173913,37.140694,-8.572221
831,1696601,54.704130,20.502000
832,7857930,59.610680,16.509600
833,16136702,20.557143,99.964738
834,2337065,39.343030,-76.607360
835,12935670,33.203747,35.966386
836,1237319,-8.102225,-34.911320
837,13559814,32.284033,35.812637
838,13559845,32.284002,35.812709
839,1688580,55.608500,37.585510
840,15588900,39.393275,-2.042794
841,1696605,59.966680,30.247350
842,3966128,23.218619,-106.412790
843,15629799,-7.524644,-35.992397
844,5301510,23.657719,57.160499
845,15588901,31.531127,-8.767255
846,11964501,35.817596,5.509450
847,3654613,38.752735,-9.278282
